?human	?humanLabel	?representedParty	?representedPartyLabel	?representedGroup	?representedGroupLabel	?electedInDistrict	?electedInDistrictLabel	?startDate	?endDate	?parliamentaryTerm	?parliamentaryTermLabel
<http://www.wikidata.org/entity/Q966713>	"Jelko Kacin"@en	<http://www.wikidata.org/entity/Q1258672>	"Liberal Democracy of Slovenia"@en	<http://www.wikidata.org/entity/Q839097>	"Group of the Alliance of Liberals and Democrats for Europe"@en	<http://www.wikidata.org/entity/Q7541730>	"Slovenia"@en	"2004-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q966713>	"Jelko Kacin"@en	<http://www.wikidata.org/entity/Q1258672>	"Liberal Democracy of Slovenia"@en	<http://www.wikidata.org/entity/Q839097>	"Group of the Alliance of Liberals and Democrats for Europe"@en	<http://www.wikidata.org/entity/Q7541730>	"Slovenia"@en	"2009-07-14T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2014-06-30T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4644021>	"Seventh European Parliament"@en
<http://www.wikidata.org/entity/Q974975>	"Umberto Pirilli"@en	<http://www.wikidata.org/entity/Q662849>	"National Alliance"@en	<http://www.wikidata.org/entity/Q835545>	"Union for Europe of the Nations"@en	<http://www.wikidata.org/entity/Q3677912>	"Southern Italy"@en	"2004-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q980898>	"Jacky Hénin"@en	<http://www.wikidata.org/entity/Q29348702>	"Left Front (France)"@en	<http://www.wikidata.org/entity/Q753711>	"European United Left–Nordic Green Left"@en	<http://www.wikidata.org/entity/Q556621>	"North-West France"@en	"2009-07-14T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2014-06-30T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4644021>	"Seventh European Parliament"@en
<http://www.wikidata.org/entity/Q980898>	"Jacky Hénin"@en	<http://www.wikidata.org/entity/Q29348702>	"Left Front (France)"@en	<http://www.wikidata.org/entity/Q753711>	"European United Left–Nordic Green Left"@en	<http://www.wikidata.org/entity/Q556621>	"North-West France"@en	"2004-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q1042010>	"Carlo Casini"@en	<http://www.wikidata.org/entity/Q47781>	"Union of the Centre"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q38>	"Italy"@en	"1994-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q1042010>	"Carlo Casini"@en	<http://www.wikidata.org/entity/Q47781>	"Union of the Centre"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q3677909>	"Central Italy"@en	"2006-05-08T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q1042010>	"Carlo Casini"@en	<http://www.wikidata.org/entity/Q47781>	"Union of the Centre"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q38>	"Italy"@en	"1984-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1989-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315703>	"Second European Parliament"@en
<http://www.wikidata.org/entity/Q1042010>	"Carlo Casini"@en	<http://www.wikidata.org/entity/Q47781>	"Union of the Centre"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q38>	"Italy"@en	"2009-07-14T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2014-06-30T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4644021>	"Seventh European Parliament"@en
<http://www.wikidata.org/entity/Q1042010>	"Carlo Casini"@en	<http://www.wikidata.org/entity/Q47781>	"Union of the Centre"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q38>	"Italy"@en	"1989-07-25T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1994-07-18T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315704>	"Third European Parliament"@en
<http://www.wikidata.org/entity/Q997824>	"Karl-Heinz Hoffmann"@en	<http://www.wikidata.org/entity/Q49762>	"Christian Democratic Union"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q1350565>	"Germany"@en	"1984-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1989-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315703>	"Second European Parliament"@en
<http://www.wikidata.org/entity/Q997824>	"Karl-Heinz Hoffmann"@en	<http://www.wikidata.org/entity/Q49762>	"Christian Democratic Union"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q1350565>	"Germany"@en	"1979-07-17T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1984-07-23T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315702>	"First European Parliament"@en
<http://www.wikidata.org/entity/Q1055575>	"Raffaele Costa"@en	<http://www.wikidata.org/entity/Q14924303>	"Forza Italia"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q38>	"Italy"@en	"1999-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2004-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q16836722>	"Fifth European Parliament"@en
<http://www.wikidata.org/entity/Q1072333>	"Giorgio Celli"@en	<http://www.wikidata.org/entity/Q2704736>	"Radical Party"@en	<http://www.wikidata.org/entity/Q751935>	"The Greens–European Free Alliance"@en	<http://www.wikidata.org/entity/Q38>	"Italy"@en	"1999-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2004-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q16836722>	"Fifth European Parliament"@en
<http://www.wikidata.org/entity/Q1077693>	"Andrea Losco"@en	<http://www.wikidata.org/entity/Q47729>	"Democratic Party"@en	<http://www.wikidata.org/entity/Q839097>	"Group of the Alliance of Liberals and Democrats for Europe"@en	<http://www.wikidata.org/entity/Q3677912>	"Southern Italy"@en	"2006-05-08T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q1097007>	"Claude Moraes"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q6669763>	"London"@en	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2019-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315694>	"Eighth European Parliament"@en
<http://www.wikidata.org/entity/Q1097007>	"Claude Moraes"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q220945>	"Party of European Socialists"@en	<http://www.wikidata.org/entity/Q6669763>	"London"@en	"1999-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2004-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q16836722>	"Fifth European Parliament"@en
<http://www.wikidata.org/entity/Q1097007>	"Claude Moraes"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q3117828>	"Socialist Group in the European Parliament"@en	<http://www.wikidata.org/entity/Q6669763>	"London"@en	"2004-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q1097007>	"Claude Moraes"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q6669763>	"London"@en	"2009-07-14T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2014-06-30T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4644021>	"Seventh European Parliament"@en
<http://www.wikidata.org/entity/Q1168762>	"Ville Itälä"@en	<http://www.wikidata.org/entity/Q304191>	"National Coalition Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q5450446>	"Finland"@en	"2004-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q1168762>	"Ville Itälä"@en	<http://www.wikidata.org/entity/Q304191>	"National Coalition Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q5450446>	"Finland"@en	"2009-07-14T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2012-02-29T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4644021>	"Seventh European Parliament"@en
<http://www.wikidata.org/entity/Q1174660>	"David Hammerstein Mintz"@en	<http://www.wikidata.org/entity/Q7738243>	"The Greens of the Madrid Community"@en	<http://www.wikidata.org/entity/Q751935>	"The Greens–European Free Alliance"@en	<http://www.wikidata.org/entity/Q16254367>	"Spain"@en	"2004-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q1220884>	"Zsolt Németh"@en	<http://www.wikidata.org/entity/Q387006>	"Fidesz"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q5943060>	"Hungary"@en	"2004-05-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2004-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q16836722>	"Fifth European Parliament"@en
<http://www.wikidata.org/entity/Q1223726>	"Dietrich Elchlepp"@en	<http://www.wikidata.org/entity/Q49768>	"Social Democratic Party of Germany"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q1350565>	"Germany"@en	"1996-02-06T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q1251086>	"Albert Kosler"@en										
<http://www.wikidata.org/entity/Q1261965>	"Mirela Holy"@en										
<http://www.wikidata.org/entity/Q1277536>	"Peter Kittelmann"@en	<http://www.wikidata.org/entity/Q49762>	"Christian Democratic Union"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q1350565>	"Germany"@en	"1994-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q1290325>	"Robert Margulies"@en										
<http://www.wikidata.org/entity/Q1296861>	"Egbert Nitsch"@en	<http://www.wikidata.org/entity/Q49766>	"Alliance '90/The Greens"@en	<http://www.wikidata.org/entity/Q3777325>	"Rainbow Group"@en	<http://www.wikidata.org/entity/Q1350565>	"Germany"@en	"1988-01-11T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1989-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315703>	"Second European Parliament"@en
<http://www.wikidata.org/entity/Q1317281>	"Miguel Arias Cañete"@en	<http://www.wikidata.org/entity/Q185088>	"People's Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q16254367>	"Spain"@en	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2014-10-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315694>	"Eighth European Parliament"@en
<http://www.wikidata.org/entity/Q1317281>	"Miguel Arias Cañete"@en	<http://www.wikidata.org/entity/Q185088>	"People's Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q16254367>	"Spain"@en	"1994-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q1317281>	"Miguel Arias Cañete"@en	<http://www.wikidata.org/entity/Q185088>	"People's Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q16254367>	"Spain"@en	"1986-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1989-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315703>	"Second European Parliament"@en
<http://www.wikidata.org/entity/Q1317281>	"Miguel Arias Cañete"@en	<http://www.wikidata.org/entity/Q185088>	"People's Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q16254367>	"Spain"@en	"1989-07-25T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1994-07-18T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315704>	"Third European Parliament"@en
<http://www.wikidata.org/entity/Q1340111>	"Struan Stevenson"@en	<http://www.wikidata.org/entity/Q9626>	"Conservative Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q7435626>	"Scotland"@en	"1999-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2004-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q16836722>	"Fifth European Parliament"@en
<http://www.wikidata.org/entity/Q1340111>	"Struan Stevenson"@en	<http://www.wikidata.org/entity/Q9626>	"Conservative Party"@en	<http://www.wikidata.org/entity/Q1345559>	"European Conservatives and Reformists"@en	<http://www.wikidata.org/entity/Q7435626>	"Scotland"@en	"2009-07-14T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2014-06-30T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4644021>	"Seventh European Parliament"@en
<http://www.wikidata.org/entity/Q1340111>	"Struan Stevenson"@en	<http://www.wikidata.org/entity/Q9626>	"Conservative Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q7435626>	"Scotland"@en	"2004-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q3847318>	"Maria Grazia Pagano"@en	<http://www.wikidata.org/entity/Q47729>	"Democratic Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q38>	"Italy"@en	"2008-06-17T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q3851209>	"Massimo Corsaro"@en	<http://www.wikidata.org/entity/Q662849>	"National Alliance"@en	<http://www.wikidata.org/entity/Q835545>	"Union for Europe of the Nations"@en	<http://www.wikidata.org/entity/Q38>	"Italy"@en	"2001-06-14T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2001-07-18T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q16836722>	"Fifth European Parliament"@en
<http://www.wikidata.org/entity/Q3877211>	"Nino Pisoni"@en	<http://www.wikidata.org/entity/Q815348>	"Christian Democracy"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q38>	"Italy"@en	"1984-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1989-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315703>	"Second European Parliament"@en
<http://www.wikidata.org/entity/Q3877211>	"Nino Pisoni"@en	<http://www.wikidata.org/entity/Q815348>	"Christian Democracy"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q38>	"Italy"@en	"1989-07-25T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1994-07-18T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315704>	"Third European Parliament"@en
<http://www.wikidata.org/entity/Q3909566>	"Potito Salatto"@en	<http://www.wikidata.org/entity/Q47720>	"The People of Freedom"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q38>	"Italy"@en	"2009-07-14T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2014-06-30T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4644021>	"Seventh European Parliament"@en
<http://www.wikidata.org/entity/Q3915832>	"Glyn Ford"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q2973373>	"South West England"@en	"2004-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q3915832>	"Glyn Ford"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q7568759>	"South Wales"@en	"1984-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1989-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315703>	"Second European Parliament"@en
<http://www.wikidata.org/entity/Q3915832>	"Glyn Ford"@en					<http://www.wikidata.org/entity/Q2973373>	"South West England"@en	"1999-05-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-14T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>		
<http://www.wikidata.org/entity/Q3915832>	"Glyn Ford"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q5600636>	"Greater Manchester East"@en	"1989-07-25T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1994-07-18T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315704>	"Third European Parliament"@en
<http://www.wikidata.org/entity/Q3915832>	"Glyn Ford"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q2973373>	"South West England"@en	"1999-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2004-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q16836722>	"Fifth European Parliament"@en
<http://www.wikidata.org/entity/Q3915832>	"Glyn Ford"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q5600636>	"Greater Manchester East"@en	"1994-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q3953791>	"Sebastiano Sanzarello"@en	<http://www.wikidata.org/entity/Q14924303>	"Forza Italia"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q3677910>	"Italian Islands"@en	"2008-05-22T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q4009815>	"Vera Squarcialupi"@en							"1976-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1989-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>		
<http://www.wikidata.org/entity/Q4009815>	"Vera Squarcialupi"@en	<http://www.wikidata.org/entity/Q327591>	"independent politician"@en	<http://www.wikidata.org/entity/Q2053255>	"Communist and Allies Group"@en	<http://www.wikidata.org/entity/Q38>	"Italy"@en	"1979-07-17T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1984-07-23T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315702>	"First European Parliament"@en
<http://www.wikidata.org/entity/Q4009815>	"Vera Squarcialupi"@en	<http://www.wikidata.org/entity/Q327591>	"independent politician"@en	<http://www.wikidata.org/entity/Q2053255>	"Communist and Allies Group"@en	<http://www.wikidata.org/entity/Q38>	"Italy"@en	"1984-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1989-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315703>	"Second European Parliament"@en
<http://www.wikidata.org/entity/Q4068868>	"Thomas Megahy"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q8055751>	"Yorkshire South West"@en	"1984-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1989-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315703>	"Second European Parliament"@en
<http://www.wikidata.org/entity/Q4068868>	"Thomas Megahy"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q8055751>	"Yorkshire South West"@en	"1989-07-25T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1994-07-18T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315704>	"Third European Parliament"@en
<http://www.wikidata.org/entity/Q4068868>	"Thomas Megahy"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q8055751>	"Yorkshire South West"@en	"1994-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q4068868>	"Thomas Megahy"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q8055751>	"Yorkshire South West"@en	"1979-07-17T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1984-07-23T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315702>	"First European Parliament"@en
<http://www.wikidata.org/entity/Q4069066>	"Raphaël Chanterie"@en	<http://www.wikidata.org/entity/Q750673>	"Christian Democratic and Flemish"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q3677922>	"Dutch-speaking electoral college"@en	"1989-07-25T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1994-07-18T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315704>	"Third European Parliament"@en
<http://www.wikidata.org/entity/Q4069066>	"Raphaël Chanterie"@en	<http://www.wikidata.org/entity/Q750673>	"Christian Democratic and Flemish"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q3677922>	"Dutch-speaking electoral college"@en	"1984-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1989-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315703>	"Second European Parliament"@en
