meeting identifier	false_negatives_count	false_positives_count	true_positives_count	precision	recall	F1
20140714	8	2	7	0.7777777777777778	0.4666666666666667	0.5833333333333334
20140904	4	4	11	0.7333333333333333	0.7333333333333333	0.7333333333333333
20140915	0	4	7	0.6363636363636364	1.0	0.7777777777777778
20140925	4	8	8	0.5	0.6666666666666666	0.5714285714285715
20141016	2	4	3	0.42857142857142855	0.6	0.5
20141106	3	3	11	0.7857142857142857	0.7857142857142857	0.7857142857142857
20141110	3	3	1	0.25	0.25	0.25
20141120	9	6	9	0.6	0.5	0.5454545454545454
20141211	0	0	6	1.0	1.0	1.0
