meeting identifier	false_negatives_count	false_positives_count	true_positives_count	precision	recall	F1
20140714	7	2	8	0.8	0.5333333333333333	0.64
20140723	1	1	2	0.6666666666666666	0.6666666666666666	0.6666666666666666
20140904	4	7	11	0.6111111111111112	0.7333333333333333	0.6666666666666666
20140915	0	6	7	0.5384615384615384	1.0	0.7000000000000001
20141016	2	4	3	0.42857142857142855	0.6	0.5
20141106	3	4	11	0.7333333333333333	0.7857142857142857	0.7586206896551724
20141110	3	6	1	0.14285714285714285	0.25	0.18181818181818182
20141120	7	8	11	0.5789473684210527	0.6111111111111112	0.5945945945945946
20141211	0	0	6	1.0	1.0	1.0
