meeting identifier	false_negatives_count	false_positives_count	true_positives_count	precision	recall	F1
20140714	6	8	9	0.5294117647058824	0.6	0.5625
20140723	1	10	2	0.16666666666666666	0.6666666666666666	0.26666666666666666
20140904	5	24	10	0.29411764705882354	0.6666666666666666	0.40816326530612246
20140915	0	24	7	0.22580645161290322	1.0	0.3684210526315789
20140925	4	34	8	0.19047619047619047	0.6666666666666666	0.2962962962962963
20141016	2	19	3	0.13636363636363635	0.6	0.22222222222222218
20141106	3	22	11	0.3333333333333333	0.7857142857142857	0.4680851063829786
20141120	6	20	12	0.375	0.6666666666666666	0.4800000000000001
20141211	0	1	6	0.8571428571428571	1.0	0.923076923076923
