meeting identifier	false_negatives_count	false_positives_count	true_positives_count	precision	recall	F1
20140714	6	9	9	0.5	0.6	0.5454545454545454
20140723	1	12	2	0.14285714285714285	0.6666666666666666	0.23529411764705882
20140904	5	27	10	0.2702702702702703	0.6666666666666666	0.3846153846153846
20140915	0	27	7	0.20588235294117646	1.0	0.34146341463414637
20140925	4	37	8	0.17777777777777778	0.6666666666666666	0.2807017543859649
20141016	2	22	3	0.12	0.6	0.19999999999999998
20141106	3	27	11	0.2894736842105263	0.7857142857142857	0.423076923076923
20141110	3	21	1	0.045454545454545456	0.25	0.07692307692307693
20141211	0	2	6	0.75	1.0	0.8571428571428571
