meeting identifier	false_negatives_count	false_positives_count	true_positives_count	precision	recall	F1
20140714	7	4	8	0.6666666666666666	0.5333333333333333	0.5925925925925926
20140723	1	2	2	0.5	0.6666666666666666	0.5714285714285715
20140904	4	9	11	0.55	0.7333333333333333	0.6285714285714286
20140915	0	8	7	0.4666666666666667	1.0	0.6363636363636364
20140925	4	13	8	0.38095238095238093	0.6666666666666666	0.4848484848484849
20141106	3	9	11	0.55	0.7857142857142857	0.6470588235294117
20141110	3	9	1	0.1	0.25	0.14285714285714288
20141120	7	10	11	0.5238095238095238	0.6111111111111112	0.5641025641025642
20141211	0	1	6	0.8571428571428571	1.0	0.923076923076923
