meeting identifier	false_negatives_count	false_positives_count	true_positives_count	precision	recall	F1
20140714	6	9	9	0.5	0.6	0.5454545454545454
20140723	1	15	2	0.11764705882352941	0.6666666666666666	0.2
20140904	5	27	10	0.2702702702702703	0.6666666666666666	0.3846153846153846
20140915	0	34	7	0.17073170731707318	1.0	0.2916666666666667
20141016	2	25	3	0.10714285714285714	0.6	0.18181818181818182
20141106	3	31	11	0.2619047619047619	0.7857142857142857	0.39285714285714285
20141110	3	23	1	0.041666666666666664	0.25	0.07142857142857142
20141120	6	25	12	0.32432432432432434	0.6666666666666666	0.4363636363636364
20141211	0	2	6	0.75	1.0	0.8571428571428571
